"","trait","id","lor","se","pval"
"2195","Non-cancer illness code, self-reported: spine arthritis/spondylitis","ukb-b-5389",0.0840675570888598,0.27906639912249,0.763227131935244
"2196","Non-cancer illness code, self-reported: allergy or anaphylactic reaction to drug","ukb-b-10351",-0.0912335537667041,0.303062911237587,0.763385263561873
"2197","Operation code: incisional hernia repair","ukb-b-12313",0.123254541574131,0.4097787196055,0.763579844181034
"2198","Intake of sugar added to tea","ukb-b-8442",0.0290969649522037,0.0969975492006438,0.764195241065937
"2199","Illnesses of father: Diabetes","ukb-b-20211",-0.029634379470904,0.0988785897257491,0.764402402433748
"2200","Qualifications: Other professional qualifications eg: nursing, teaching","ukb-b-13799",-0.0179683560126717,0.0599731181897578,0.764477071422785
"2201","Operative procedures - secondary OPCS: Y82.1 Local anaesthetic nerve block","ukb-b-13673",0.112550642707672,0.379508962526175,0.76679548202841
"2202","PCT where patients GP was registered: WIRRAL PCT","ukb-b-15359",0.0857101546265752,0.290358378723477,0.767850674784605
"2203","Type of special diet followed: Gluten-free","ukb-b-11189",0.133934498091527,0.453909914959033,0.767941585395587
"2204","Diastolic blood pressure, manual reading","ukb-b-18240",0.0374223230540322,0.127527653064829,0.769182207882961
"2205","Illnesses of father: None of the above (group 1)","ukb-b-15169",0.017867362961366,0.0611081378582402,0.76998902200438
"2206","PCT where patients GP was registered: SOLIHULL CARE TRUST","ukb-b-19634",0.131141372549092,0.448736616066135,0.770098727997774
"2207","pc2","pc2",0.00029502732001258,0.00101025111200553,0.770260895574098
"2208","Non-cancer illness code, self-reported: breast cysts","ukb-b-16426",0.119426426800829,0.409775899531999,0.770712327887604
"2209","PCT where patients GP was registered: NORTH SURREY PCT","ukb-b-15197",0.146053886948214,0.501538048741657,0.770889202673161
"2210","PCT responsible for patient data: SOLIHULL CARE TRUST","ukb-b-8797",0.130479464014029,0.448736080170427,0.771226423096235
"2211","pc4","pc4",-0.000773996190009867,0.00266321302594871,0.771338165222251
"2212","Diagnoses - main ICD10: L90.5 Scar conditions and fibrosis of skin","ukb-b-11403",0.129817990587587,0.44873554472278,0.772353862822568
"2213","Pork intake","ukb-b-5640",-0.0106495983466546,0.0368269848040016,0.772444241072107
"2214","Diagnoses - main ICD10: Z30.2 Sterilisation","ukb-b-7418",-0.0651423176079881,0.225495548867675,0.772669260758243
"2215","PCT responsible for patient data: WIRRAL PCT","ukb-b-4544",0.0835938558119946,0.290357288277887,0.773423306643493
"2216","Operative procedures - secondary OPCS: Z48.2 Skin of neck","ukb-b-14873",-0.0954947963833479,0.334806245552482,0.775472489050706
"2217","Mineral and other dietary supplements: Selenium","ukb-b-19158",0.0484448066100453,0.171432885895025,0.777492992086112
"2218","Diagnoses - secondary ICD10: Z80.0 Family history of malignant neoplasm of digestive organs","ukb-b-13247",0.0653602154519107,0.231324705944875,0.777523736140736
"2219","Banana intake","ukb-b-5362",-0.0193423642744977,0.0685090816554164,0.777688299052466
"2220","Operation code: myomectomy/fibroids removed","ukb-b-10309",-0.0995560935839648,0.354986212155557,0.779131826350414
"2221","Difference in mobile phone use compared to two years previously","ukb-b-11768",-0.0126033190165782,0.0455041294136026,0.781802461933694
"2222","Diagnoses - secondary ICD10: Z85.5 Personal history of malignant neoplasm of urinary tract","ukb-b-7299",0.104679623778905,0.379503612950291,0.782676328739067
"2223","Ever had eye surgery","ukb-b-4439",0.0227684803637457,0.0827305780641755,0.78315306623649
"2224","PCT responsible for patient data: RICHMOND AND TWICKENHAM PCT","ukb-b-3402",0.112629672771728,0.40977069554652,0.783423612913359
"2225","pc32","pc32",0.00286383587278796,0.0104266798089736,0.783574222847812
"2226","Crumble intake","ukb-b-7641",0.0658863562044606,0.240324532393338,0.783964919993266
"2227","Operative procedures - main OPCS: M45.1 Diagnostic endoscopic examination of bladder and biopsy of lesion of bladder NEC","ukb-b-9419",-0.122683904814827,0.448524580691048,0.784447588890525
"2228","Added milk to rooibos tea","ukb-b-11491",-0.0798968243983482,0.292876940114768,0.785006972332029
"2229","Sweet pepper intake","ukb-b-10932",0.0239634023031187,0.088064326669265,0.785535534074811
"2230","Recent medication for asthma","ukb-b-20515",-0.0878129967798191,0.323173205853789,0.785836433705196
"2231","Diagnoses - main ICD10: C44.3 Skin of other and unspecified parts of face","ukb-b-4141",0.0785852442915212,0.290354707726733,0.786658268686922
"2232","Food weight","ukb-b-13330",-0.0195751859054018,0.0726644850349433,0.787628518774855
"2233","PCT where patients GP was registered: SOUTH WEST OXFORDSHIRE PCT","ukb-b-7879",-0.11016595335007,0.409601493590182,0.78796133656958
"2234","Other bread intake","ukb-b-4964",0.0291168881249687,0.108321966182267,0.788083993928774
"2235","Pancake intake","ukb-b-6500",-0.11372867943791,0.423253187606824,0.78815955549484
"2236","Operative procedures - main OPCS: M45.8 Other specified diagnostic endoscopic examination of bladder","ukb-b-18532",-0.154025031092002,0.578591964605428,0.790080058503339
"2237","Pulse wave reflection index","ukb-b-11598",0.0109438429474409,0.0412852160306939,0.790948619946692
"2238","Diagnoses - secondary ICD10: Z98.0 Intestinal bypass and anastomosis status","ukb-b-2630",0.13188143526415,0.501525176785506,0.79258083377448
"2239","Diagnoses - secondary ICD10: F17.1 Harmful use","ukb-b-2964",0.117985224177447,0.44872598095494,0.792601609409989
"2240","Heel Broadband ultrasound attenuation, direct entry","ukb-b-15851",0.0101145182771267,0.0384744711946584,0.792636074441329
"2241","Instant coffee intake","ukb-b-930",0.00966641032108233,0.0367906344215531,0.792750166243956
"2242","Treatment/medication code: zinc product","ukb-b-19262",0.0829931766395395,0.317843149305649,0.794004885462093
"2243","PCT where patients GP was registered: SURREY PCT","ukb-b-14305",-0.0926586998844536,0.354990878673305,0.794079298177007
"2244","Diagnoses - secondary ICD10: E86 Volume depletion","ukb-b-16319",0.129401030235009,0.501522929402527,0.79639442036536
"2245","Non-cancer illness code, self-reported: joint disorder","ukb-b-8201",-0.104774921655622,0.409606187986471,0.798109687674914
"2246","PCT responsible for patient data: NORTHUMBERLAND CARE TRUST","ukb-b-11002",0.0895779434489849,0.355110033491315,0.800844704132489
"2247","Non-cancer illness code, self-reported: allergy or anaphylactic reaction to food","ukb-b-18787",0.0956802144352278,0.37949769066078,0.800945751973885
"2248","Non-cancer illness code, self-reported: eczema/dermatitis","ukb-b-20141",0.041816340535863,0.166842861468211,0.802097802360938
"2249","Treatment/medication code: cerazette 75micrograms tablet","ukb-b-16117",-0.144290760628446,0.578604535225595,0.803069044333645
"2250","Operative procedures - main OPCS: T72.3 Release of constriction of sheath of tendon","ukb-b-5534",0.0945838989018494,0.379496759617499,0.803178958416448
"2251","Vegetable pieces intake","ukb-b-12566",-0.0193347821965232,0.0778109566871833,0.80375990401351
"2252","How are people in household related to participant: Brother and/or sister","ukb-b-374",-0.0876696953020979,0.355008904227126,0.804946382800161
"2253","Non-cancer illness code, self-reported: osteopenia","ukb-b-19381",-0.142613001990515,0.578606621202441,0.80531330390274
"2254","Treatment/medication code: loratadine","ukb-b-10713",0.0747026628120288,0.303155313529959,0.805359345878235
"2255","Operative procedures - main OPCS: Q12.1 Introduction of intrauterine contraceptive device","ukb-b-12884",-0.123362086742825,0.501286476273346,0.805611795236585
"2256","Diagnoses - main ICD10: I84.2 Internal haemorrhoids without complication","ukb-b-17992",0.110173309054426,0.448719680123774,0.806047521234303
"2257","Operative procedures - main OPCS: X31.2 Intravenous pyelography","ukb-b-10164",0.122816390046337,0.501516970192726,0.806541760432958
"2258","Treatment/medication code: venlafaxine","ukb-b-17314",-0.10948848905329,0.448536973632288,0.807152312749591
"2259","Other coffee type","ukb-b-12670",0.054240410564463,0.222434116797732,0.807347512695817
"2260","Diagnoses - main ICD10: O04.9 Complete or unspecified, without complication","ukb-b-13696",0.12199633506288,0.501516228689465,0.807807854774655
"2261","Index of best refractometry result (left)","ukb-b-14449",0.0141955019746169,0.0583837497694828,0.807895922860272
"2262","Liquid used to make porridge: Porridge with water","ukb-b-7503",-0.0788199984944117,0.32526848834808,0.808529982451788
"2263","Lamb intake","ukb-b-530",-0.0385339050705002,0.159215387283195,0.808761760450688
"2264","Size of white wine glass drunk: medium (175ml)","ukb-b-3650",0.0672812973115083,0.278077170327695,0.808817440872285
"2265","Type of sliced bread eaten: wholemeal","ukb-b-8902",-0.0407407202888904,0.169574816643651,0.810134760013819
"2266","Operative procedures - main OPCS: D02.1 Excision of lesion of external ear","ukb-b-11567",0.120358229702666,0.501514747889609,0.810338464401989
"2267","Operative procedures - secondary OPCS: Z50.1 Skin of arm","ukb-b-2951",0.0666665150792955,0.279057655904058,0.811184122905649
"2268","Illnesses of father: Bowel cancer","ukb-b-7910",-0.030479044619451,0.128862717763813,0.813026572928024
"2269","Heel bone mineral density (BMD) T-score, automated (left)","ukb-b-15730",-0.00999323461765212,0.0422527675575683,0.813036350548923
"2270","Interpolated Age of participant when cancer first diagnosed","ukb-b-20410",0.0203366985689475,0.0860121902640393,0.813091474170722
"2271","Treatment/medication code: flixonase 50micrograms aqueous nasal spray","ukb-b-12831",-0.105831061022289,0.44854029717854,0.81347496724052
"2272","Heel quantitative ultrasound index (QUI), direct entry (left)","ukb-b-845",-0.00996809835095323,0.0422527660161464,0.813497947871036
"2273","Age when last ate meat","ukb-b-9791",-0.0375294267628706,0.160355610703753,0.814954895385245
"2274","Size of red wine glass drunk: medium (175ml)","ukb-b-1658",-0.0590644965397752,0.254478054606336,0.816459917390129
"2275","Diagnoses - main ICD10: I26.9 Pulmonary embolism without mention of acute cor pulmonale","ukb-b-18366",-0.103985238708786,0.448541719276722,0.81667038078644
"2276","Onion intake","ukb-b-8124",0.017180995039732,0.074185555541775,0.816852682416915
"2277","Sensitivity / hurt feelings","ukb-b-9981",0.0126475335656847,0.0546682077376524,0.817042284658597
"2278","Heel bone ultrasound T-score, manual entry","ukb-b-17612",0.0213298458307622,0.0925615931021985,0.817750282137305
"2279","Operation code: other bowel surgery","ukb-b-8470",0.0770119602391374,0.334913005728601,0.818133605253275
"2280","Baguette intake","ukb-b-5277",0.0249932156000323,0.108982667955275,0.818610866683211
"2281","PCT responsible for patient data: CALDERDALE PCT","ukb-b-8694",-0.132213330175473,0.578619086692049,0.819259075701446
"2282","PCT where patients GP was registered: STAFFORDSHIRE MOORLANDS PCT","ukb-b-16847",0.102421565400928,0.448713435915339,0.819447174216064
"2283","Operative procedures - secondary OPCS: Q18.1 Diagnostic endoscopic examination of uterus and biopsy of lesion of uterus","ukb-b-17446",-0.114329967776784,0.501295818274305,0.819592705202233
"2284","Egg consumers","ukb-b-14444",-0.0409925246919956,0.179844875188448,0.819698575053538
"2285","Operative procedures - secondary OPCS: Z28.8 Specified large intestine NEC","ukb-b-5968",-0.080628000461696,0.354999259628928,0.820329187177422
"2286","Interpolated Year when non-cancer illness first diagnosed","ukb-b-17841",0.00664096849776267,0.0292984828893914,0.820683504896756
"2287","3mm strong meridian angle (left)","ukb-b-3549",-0.0110855338682964,0.0492195426666935,0.821803256079515
"2288","pc36","pc36",0.00235675308591997,0.0105868218584471,0.823837533027659
"2289","Diagnoses - main ICD10: R04.0 Epistaxis","ukb-b-11412",0.0992092110271885,0.448710850190472,0.825015885478979
"2290","pc40","pc40",-0.00233797199246123,0.0105925073887087,0.82531091634754
"2291","Diagnoses - secondary ICD10: N94.6 Dysmenorrhoea, unspecified","ukb-b-12604",0.110585271530504,0.50150592365697,0.82547677967017
"2292","Diagnoses - secondary ICD10: D70 Agranulocytosis","ukb-b-3229",-0.125405664844208,0.578627353549175,0.828419092281224
"2293","6mm asymmetry index (left)","ukb-b-10629",0.0152572519198276,0.0708798028385435,0.829568292464568
"2294","Type of fat/oil used in cooking: Rapeseed oil","ukb-b-1830",-0.108651058992732,0.505895261917178,0.829946745976959
"2295","Tofu intake","ukb-b-5522",-0.104625189764163,0.503822985615273,0.83549242402998
"2296","Diagnoses - main ICD10: M16.1 Other primary coxarthrosis","ukb-b-2875",0.0685860576481347,0.33490781172963,0.837735530990548
"2297","Unsalted nuts intake","ukb-b-12217",-0.0331706325803741,0.162266928190989,0.838025171825681
"2298","Other drink intake","ukb-b-1310",-0.0406673512213221,0.198941610014801,0.838026452053582
"2299","Avocado intake","ukb-b-12236",0.0347947541329009,0.171238466101015,0.838982830636831
"2300","How are people in household related to participant: Other related","ukb-b-527",-0.0680298995416481,0.334841179099678,0.839001653385502
"2301","Non-cancer illness code, self-reported: urinary tract infection/kidney infection","ukb-b-7150",-0.0831297586647672,0.409623798388564,0.839180583982099
"2302","Operative procedures - main OPCS: L87.4 Avulsion of varicose vein of leg","ukb-b-7739",-0.11683070813986,0.578637643196384,0.839989811231371
"2303","PCT where patients GP was registered: TAMESIDE AND GLOSSOP PCT","ukb-b-12069",0.0821987403591861,0.409748361253728,0.841005214544318
"2304","Carbohydrate","ukb-b-7244",-0.0143823887022583,0.0726939613362444,0.843163625596171
"2305","Illnesses of mother: Alzheimer's disease/dementia","ukb-b-14699",0.0201662412336046,0.102194345748446,0.843567535602111
"2306","6mm asymmetry index (right)","ukb-b-20486",-0.013944755586262,0.0706980030933791,0.843636614652333
"2307","Diagnoses - secondary ICD10: N95.0 Postmenopausal bleeding","ukb-b-16879",0.0746904874851069,0.379483268724988,0.843967181691802
"2308","Non-cancer illness code, self-reported: heart arrhythmia","ukb-b-3703",-0.0743435236462458,0.379379650898118,0.844640881673074
"2309","Operation code: nasal/sinus/nose surgery","ukb-b-16217",-0.028806571217561,0.148557237329917,0.846247210877363
"2310","Operative procedures - secondary OPCS: Q18.8 Other specified diagnostic endoscopic examination of uterus","ukb-b-12439",0.0864613494224757,0.448700596560124,0.847199605995281
"2311","Operative procedures - secondary OPCS: Z50.2 Skin of hand","ukb-b-4157",0.0864613494216163,0.44870059656015,0.847199605996789
"2312","Vitamin and/or mineral supplement use: Vitamin B6","ukb-b-129",-0.0971686667121701,0.505907400064563,0.84768887208184
"2313","Drinking water intake","ukb-b-3975",0.00685317080988745,0.035749970598094,0.847979365510195
"2314","Fresh tomato intake","ukb-b-730",-0.00961626423557371,0.0508964238056206,0.850141476215019
"2315","Operative procedures - secondary OPCS: X33.9 Unspecified other blood transfusion","ukb-b-8648",-0.0946980674566943,0.501315712745174,0.850171929455314
"2316","Operative procedures - main OPCS: P23.1 Anterior and posterior colporrhaphy NEC","ukb-b-8572",0.0845630195762904,0.448699070320322,0.85051398531668
"2317","3mm asymmetry angle (right)","ukb-b-1732",0.00941609901819453,0.0500756928530478,0.850847396815544
